order_id,order_item_id,product_id,seller_id,price,freight_value
O00452,1,P00121,S00016,171.59,21.29
O00453,1,P00061,S00022,27.69,9.04
O00453,2,P00055,S00053,93.5,37.3
O00454,1,P00010,S00034,23.64,28.49
O00455,1,P00085,S00014,77.49,28.45
O00456,1,P00020,S00029,98.23,16.6
O00456,2,P00123,S00039,48.95,11.06
O00457,1,P00043,S00037,84.17,40.41
O00458,1,P00050,S00020,45.72,33.74
O00459,1,P00068,S00041,101.28,37.3
O00459,2,P00076,S00071,43.5,31.17
O00460,1,P00110,S00064,81.47,11.44
O00460,2,P00079,S00016,60.03,43.55
O00461,1,P00144,S00068,93.29,34.15
O00462,1,P00058,S00052,43.99,42.21
O00463,1,P00009,S00022,82.3,36.41
O00464,1,P00061,S00006,84.5,19.41
O00465,1,P00067,S00019,134.57,22.24
O00465,2,P00014,S00015,62.49,40.63
O00466,1,P00102,S00074,106.59,20.51
O00466,2,P00058,S00065,83.2,13.35
O00467,1,P00014,S00017,33.18,8.0
O00468,1,P00039,S00029,25.06,30.11
O00469,1,P00132,S00039,114.84,37.19
O00470,1,P00082,S00007,148.67,39.82
O00471,1,P00000,S00029,143.96,43.76
O00472,1,P00042,S00029,23.39,8.49
O00472,2,P00097,S00025,46.42,8.76
O00473,1,P00074,S00048,92.27,42.36
O00474,1,P00136,S00056,236.75,16.2
O00475,1,P00100,S00001,139.05,8.57
O00476,1,P00033,S00072,116.62,35.88
O00477,1,P00087,S00049,283.71,23.93
O00478,1,P00112,S00037,71.2,40.07
O00479,1,P00072,S00028,47.39,10.62
O00480,1,P00055,S00075,34.1,27.75
O00481,1,P00030,S00072,41.26,39.36
O00482,1,P00022,S00008,27.09,39.28
O00483,1,P00122,S00051,75.8,10.16
O00483,2,P00047,S00035,68.53,19.67
O00484,1,P00092,S00058,97.83,43.08
O00484,2,P00038,S00023,17.19,19.95
O00485,1,P00011,S00055,24.91,25.24
O00486,1,P00065,S00018,84.68,40.02
O00487,1,P00024,S00023,118.44,29.82
O00488,1,P00035,S00057,164.27,34.64
O00489,1,P00072,S00078,61.01,37.85
O00490,1,P00032,S00052,17.41,39.12
O00491,1,P00120,S00008,90.41,11.33
O00492,1,P00092,S00003,81.65,7.92
O00493,1,P00120,S00009,110.36,23.49
O00494,1,P00087,S00032,199.71,23.64
O00495,1,P00027,S00031,108.63,41.01
O00496,1,P00149,S00016,66.93,8.43
O00497,1,P00083,S00078,11.49,41.7
O00497,2,P00049,S00043,45.94,41.9
O00498,1,P00140,S00043,35.17,12.98
O00498,2,P00125,S00057,79.46,18.15
O00499,1,P00146,S00044,94.03,44.86
O00500,1,P00009,S00035,53.92,33.09
O00501,1,P00022,S00051,136.31,16.14
O00502,1,P00016,S00073,102.83,11.23
O00503,1,P00028,S00015,150.95,30.61
O00504,1,P00118,S00012,50.78,6.25
O00505,1,P00130,S00046,36.12,20.21
O00506,1,P00115,S00059,21.56,19.46
O00506,2,P00035,S00074,170.52,22.2
O00507,1,P00090,S00076,41.4,7.16
O00508,1,P00029,S00009,41.05,43.11
O00508,2,P00055,S00016,43.59,32.35
O00509,1,P00131,S00008,31.55,30.43
O00510,1,P00056,S00010,48.35,7.77
O00511,1,P00132,S00061,25.98,16.93
O00512,1,P00100,S00071,51.21,39.85
O00512,2,P00121,S00016,76.79,25.99
O00513,1,P00034,S00074,85.72,15.38
O00514,1,P00084,S00037,81.12,8.7
O00514,2,P00079,S00012,111.63,41.07
O00515,1,P00091,S00011,222.98,35.13
O00516,1,P00116,S00063,76.0,18.97
O00517,1,P00025,S00044,145.54,24.02
O00518,1,P00018,S00047,162.7,11.43
O00519,1,P00030,S00043,53.81,19.19
O00520,1,P00050,S00047,69.86,20.57
O00521,1,P00115,S00029,69.74,36.32
O00522,1,P00074,S00022,125.46,8.11
O00523,1,P00077,S00078,62.12,29.66
O00524,1,P00137,S00049,26.4,44.45
O00525,1,P00097,S00052,155.06,34.71
O00525,2,P00131,S00033,35.77,34.47
O00526,1,P00043,S00021,93.53,11.02
O00527,1,P00011,S00078,20.3,10.9
O00528,1,P00014,S00015,39.43,9.54
O00528,2,P00147,S00000,73.75,43.8
O00529,1,P00069,S00014,68.18,25.83
O00530,1,P00140,S00040,45.49,23.02
O00531,1,P00022,S00031,132.8,10.03
O00531,2,P00139,S00030,35.64,22.97
O00532,1,P00048,S00032,37.41,8.9
O00532,2,P00105,S00026,81.45,13.74
O00532,3,P00077,S00006,85.52,44.16
O00533,1,P00126,S00053,94.87,26.84
O00534,1,P00067,S00061,40.37,20.1
O00535,1,P00033,S00026,152.6,43.1
O00536,1,P00014,S00069,32.78,28.07
O00536,2,P00001,S00074,97.13,5.57
O00536,3,P00124,S00062,97.9,37.55
O00537,1,P00066,S00057,74.85,40.87
O00538,1,P00015,S00013,50.0,39.71
O00539,1,P00147,S00016,86.84,30.96
O00540,1,P00040,S00061,128.17,21.42
O00541,1,P00068,S00012,56.48,26.7
O00542,1,P00099,S00061,34.74,35.6
O00543,1,P00067,S00044,46.42,12.03
O00544,1,P00026,S00014,146.79,12.08
O00545,1,P00079,S00073,112.2,26.71
O00546,1,P00045,S00039,74.76,38.8
O00547,1,P00065,S00053,43.46,22.5
O00548,1,P00088,S00012,57.37,29.82
O00549,1,P00103,S00049,42.63,39.28
O00549,2,P00015,S00064,40.8,44.81
O00550,1,P00008,S00046,249.68,9.15
O00550,2,P00100,S00002,121.6,30.98
O00551,1,P00024,S00078,75.46,21.45
O00552,1,P00002,S00077,72.31,35.07
O00553,1,P00146,S00024,61.78,8.99
O00553,2,P00022,S00035,56.09,22.76
O00554,1,P00117,S00026,46.19,6.31
O00555,1,P00045,S00069,81.78,21.83
O00556,1,P00100,S00036,87.71,23.19
O00557,1,P00091,S00053,62.38,12.82
O00558,1,P00143,S00056,28.11,9.98
O00559,1,P00048,S00042,91.85,41.56
O00559,2,P00042,S00068,83.64,21.52
O00559,3,P00146,S00023,115.66,37.82
O00560,1,P00063,S00005,89.8,34.65
O00560,2,P00123,S00070,90.23,5.3
O00561,1,P00060,S00019,32.7,13.96
O00562,1,P00136,S00049,247.47,40.18
O00563,1,P00038,S00047,47.09,38.54
O00564,1,P00140,S00074,52.98,21.59
O00564,2,P00120,S00043,139.96,14.66
O00565,1,P00049,S00055,218.24,21.58
O00565,2,P00129,S00033,100.91,5.62
O00566,1,P00047,S00008,38.31,19.98
O00567,1,P00031,S00038,66.45,37.8
O00567,2,P00101,S00028,40.89,29.0
O00568,1,P00059,S00042,80.93,43.37
O00569,1,P00041,S00008,65.39,14.67
O00569,2,P00125,S00072,78.77,43.94
O00569,3,P00146,S00009,73.43,12.71
O00570,1,P00052,S00068,139.75,38.14
O00571,1,P00127,S00020,62.26,28.11
O00571,2,P00125,S00012,127.82,10.15
O00572,1,P00127,S00063,36.92,44.09
O00573,1,P00103,S00034,109.11,41.17
O00574,1,P00139,S00023,54.28,22.5
O00575,1,P00083,S00004,66.58,37.05
O00576,1,P00035,S00040,86.05,30.26
O00577,1,P00041,S00054,98.65,38.72
O00577,2,P00126,S00043,264.82,30.09
O00578,1,P00131,S00021,65.11,27.12
O00579,1,P00009,S00050,32.9,13.15
O00579,2,P00090,S00011,42.17,8.73
O00580,1,P00059,S00034,70.9,30.16
O00581,1,P00063,S00072,165.28,6.11
O00582,1,P00007,S00032,118.36,41.82
O00582,2,P00036,S00008,151.44,8.15
O00583,1,P00034,S00002,203.61,34.69
O00584,1,P00064,S00067,74.35,23.15
O00585,1,P00085,S00034,57.17,19.32
O00586,1,P00031,S00001,104.93,40.92
O00587,1,P00106,S00018,13.21,26.42
O00588,1,P00017,S00025,30.66,36.2
O00589,1,P00086,S00047,35.06,35.82
O00589,2,P00096,S00055,15.99,31.37
O00590,1,P00090,S00061,22.15,42.4
O00591,1,P00118,S00075,24.95,30.54
O00592,1,P00021,S00036,155.13,9.14
O00593,1,P00087,S00037,268.52,28.84
O00594,1,P00054,S00019,159.78,16.3
O00595,1,P00045,S00023,14.68,8.71
O00595,2,P00028,S00026,38.81,24.77
O00596,1,P00130,S00065,57.47,38.53
O00597,1,P00062,S00038,69.76,24.64
O00598,1,P00078,S00038,92.69,7.94
O00599,1,P00049,S00074,18.4,8.05
O00599,2,P00017,S00076,93.26,32.49
O00599,3,P00079,S00004,19.72,20.01
O00600,1,P00031,S00035,32.39,41.33
O00601,1,P00053,S00013,242.55,12.19
O00601,2,P00147,S00077,20.52,5.41
O00602,1,P00095,S00069,23.69,27.69
O00603,1,P00003,S00033,29.54,6.26
O00604,1,P00105,S00079,65.01,44.75
O00604,2,P00146,S00024,30.81,24.36
O00604,3,P00071,S00036,43.31,29.56
O00605,1,P00144,S00021,92.84,11.34
O00606,1,P00115,S00073,83.85,42.06
O00606,2,P00047,S00061,69.31,12.71
O00607,1,P00070,S00056,74.81,5.92
O00608,1,P00144,S00018,72.82,11.09
O00609,1,P00059,S00044,146.34,9.59
O00609,2,P00049,S00062,83.58,13.68
O00610,1,P00097,S00070,68.94,13.79
O00611,1,P00111,S00029,22.52,42.59
O00611,2,P00087,S00065,21.21,15.7
O00612,1,P00065,S00009,29.68,43.13
O00613,1,P00018,S00003,50.4,27.06
O00614,1,P00146,S00042,39.43,34.81
O00615,1,P00105,S00074,217.59,25.51
O00616,1,P00054,S00024,109.4,12.72
O00617,1,P00075,S00041,141.52,32.48
O00618,1,P00033,S00010,77.45,16.24
O00618,2,P00043,S00076,132.25,20.71
O00619,1,P00149,S00076,50.39,35.66
O00620,1,P00083,S00058,41.01,36.76
O00621,1,P00117,S00033,137.3,24.51
O00621,2,P00049,S00039,119.13,40.31
O00621,3,P00096,S00032,38.74,21.95
O00622,1,P00000,S00004,90.45,37.64
O00622,2,P00019,S00043,93.32,29.92
O00623,1,P00078,S00008,66.13,22.17
O00624,1,P00056,S00011,108.04,19.96
O00625,1,P00050,S00048,89.0,7.57
O00626,1,P00039,S00009,107.72,6.35
O00627,1,P00131,S00064,88.81,28.47
O00628,1,P00143,S00077,38.27,38.07
O00629,1,P00105,S00072,113.3,43.61
O00630,1,P00046,S00055,38.31,6.2
O00631,1,P00049,S00005,55.46,17.91
O00632,1,P00110,S00013,100.38,19.31
O00632,2,P00101,S00062,48.59,7.91
O00633,1,P00027,S00032,113.42,19.88
O00634,1,P00112,S00056,70.66,9.89
O00634,2,P00104,S00010,22.35,17.74
O00635,1,P00067,S00066,37.17,18.15
O00636,1,P00010,S00068,140.79,36.81
O00637,1,P00036,S00029,32.92,27.47
O00637,2,P00124,S00044,89.83,20.42
O00638,1,P00073,S00076,155.56,26.09
O00639,1,P00029,S00043,91.42,16.12
O00640,1,P00125,S00053,63.11,40.33
O00641,1,P00065,S00065,163.43,7.99
O00641,2,P00049,S00032,140.91,40.71
O00642,1,P00135,S00055,99.12,35.25
O00643,1,P00126,S00041,37.72,17.8
O00644,1,P00125,S00053,232.39,37.11
O00645,1,P00062,S00052,73.4,44.61
O00646,1,P00064,S00061,159.33,9.96
O00647,1,P00111,S00007,48.9,18.07
O00648,1,P00070,S00041,27.81,28.06
O00649,1,P00032,S00054,96.45,30.75
O00650,1,P00120,S00041,84.46,44.52
O00650,2,P00026,S00055,39.75,41.47
O00651,1,P00021,S00016,119.79,38.67
O00652,1,P00010,S00056,55.54,40.83
O00653,1,P00058,S00067,10.0,6.56
O00653,2,P00074,S00043,223.32,30.79
O00654,1,P00112,S00047,76.12,8.8
O00655,1,P00108,S00050,48.56,33.93
O00655,2,P00016,S00067,86.28,15.99
O00656,1,P00081,S00002,58.38,21.01
O00656,2,P00108,S00039,56.95,27.26
O00657,1,P00097,S00079,45.72,29.49
O00658,1,P00041,S00003,33.37,32.86
O00659,1,P00061,S00079,10.19,38.95
O00660,1,P00133,S00017,36.82,9.86
O00660,2,P00113,S00002,84.49,19.96
O00660,3,P00088,S00078,44.13,29.72
O00661,1,P00064,S00050,71.34,6.91
O00662,1,P00083,S00073,55.33,9.21
O00663,1,P00075,S00004,67.83,32.5
O00664,1,P00105,S00030,95.58,11.81
O00665,1,P00046,S00060,66.0,41.09
O00666,1,P00045,S00032,19.98,41.12
O00667,1,P00081,S00064,119.02,42.36
O00667,2,P00038,S00045,27.0,39.72
O00667,3,P00084,S00058,85.83,15.39
O00668,1,P00089,S00000,79.67,9.43
O00668,2,P00028,S00039,73.21,42.89
O00669,1,P00034,S00076,151.85,18.17
O00670,1,P00024,S00076,136.09,37.5
O00671,1,P00117,S00014,30.89,11.81
O00672,1,P00084,S00001,56.48,23.43
O00673,1,P00073,S00059,97.12,39.48
O00674,1,P00074,S00052,18.17,40.51
O00674,2,P00038,S00007,26.16,43.63
O00675,1,P00050,S00036,46.23,22.87
O00676,1,P00051,S00060,76.24,26.1
O00677,1,P00078,S00031,54.97,31.45
O00678,1,P00028,S00079,47.18,17.88
O00678,2,P00093,S00042,97.65,34.23
O00678,3,P00075,S00014,84.44,14.03
O00679,1,P00149,S00011,191.48,16.85
O00680,1,P00044,S00024,69.47,27.34
O00681,1,P00026,S00068,22.7,31.38
O00681,2,P00033,S00037,16.76,34.41
O00682,1,P00042,S00017,117.98,8.12
O00683,1,P00019,S00021,200.92,7.41
O00683,2,P00148,S00017,267.76,5.53
O00683,3,P00000,S00017,181.57,13.65
O00684,1,P00136,S00030,23.32,12.52
O00684,2,P00030,S00057,51.95,9.18
O00685,1,P00079,S00052,107.86,28.62
O00686,1,P00004,S00076,84.36,39.34
O00687,1,P00061,S00030,51.97,17.47
O00687,2,P00023,S00009,38.32,23.16
O00688,1,P00139,S00062,48.79,25.18
O00689,1,P00094,S00021,20.65,13.75
O00689,2,P00020,S00062,32.75,19.55
O00690,1,P00049,S00007,49.26,39.71
O00690,2,P00122,S00026,41.94,25.54
O00690,3,P00026,S00063,103.99,36.2
O00691,1,P00125,S00047,162.36,16.11
O00692,1,P00029,S00000,37.46,17.29
O00693,1,P00036,S00039,119.2,30.94
O00693,2,P00042,S00039,55.64,10.89
O00694,1,P00040,S00061,43.6,34.8
O00694,2,P00026,S00054,45.46,14.62
O00695,1,P00034,S00063,20.98,12.48
O00695,2,P00098,S00038,157.02,6.14
O00696,1,P00116,S00006,210.14,23.11
O00697,1,P00097,S00067,21.69,42.08
O00698,1,P00038,S00006,106.72,22.26
O00699,1,P00020,S00033,43.25,25.09
O00700,1,P00127,S00042,47.75,7.13
O00701,1,P00043,S00028,91.06,8.91
O00702,1,P00041,S00031,80.09,34.28
O00703,1,P00105,S00021,69.64,16.76
O00704,1,P00142,S00059,49.14,28.76
O00705,1,P00101,S00055,53.41,24.74
O00706,1,P00107,S00028,194.67,32.25
O00707,1,P00026,S00015,41.53,43.36
O00708,1,P00066,S00033,43.18,7.13
O00709,1,P00129,S00050,56.84,15.65
O00710,1,P00012,S00075,88.05,9.04
O00711,1,P00142,S00018,23.73,29.81
O00712,1,P00069,S00057,32.89,20.68
O00712,2,P00023,S00038,107.79,9.05
O00713,1,P00130,S00059,332.64,40.18
O00713,2,P00138,S00057,95.93,15.73
O00714,1,P00148,S00031,59.77,36.43
O00715,1,P00021,S00038,112.62,16.52
O00716,1,P00128,S00019,13.34,34.36
O00717,1,P00032,S00069,67.03,25.13
O00718,1,P00145,S00050,62.88,24.07
O00718,2,P00072,S00005,40.7,17.21
O00719,1,P00122,S00031,58.65,14.54
O00719,2,P00133,S00024,33.02,17.6
O00720,1,P00024,S00072,109.8,12.49
O00721,1,P00125,S00074,47.27,10.67
O00721,2,P00118,S00024,109.23,5.51
O00722,1,P00022,S00055,31.01,18.36
O00723,1,P00026,S00032,139.77,15.55
O00724,1,P00085,S00041,234.18,32.17
O00725,1,P00059,S00021,29.95,28.76
O00725,2,P00070,S00053,96.79,43.78
O00726,1,P00144,S00012,48.37,24.53
O00727,1,P00062,S00015,75.09,9.38
O00728,1,P00010,S00035,73.49,27.69
O00728,2,P00041,S00007,23.32,44.62
O00729,1,P00030,S00033,39.34,26.01
O00729,2,P00055,S00061,28.37,11.69
O00730,1,P00085,S00071,33.63,8.76
O00731,1,P00038,S00078,34.23,34.45
O00732,1,P00095,S00035,33.76,34.39
O00733,1,P00090,S00076,24.89,15.29
O00733,2,P00048,S00063,60.29,24.46
O00733,3,P00063,S00032,70.3,19.57
O00734,1,P00085,S00009,23.66,19.11
O00735,1,P00020,S00055,32.34,40.65
O00735,2,P00073,S00016,25.29,35.98
O00736,1,P00100,S00003,74.18,41.09
O00736,2,P00087,S00046,48.62,28.83
O00737,1,P00055,S00023,97.9,32.43
O00738,1,P00029,S00009,31.32,5.83
O00738,2,P00119,S00027,96.32,44.15
O00739,1,P00007,S00050,49.88,31.37
O00739,2,P00095,S00044,61.26,10.67
O00740,1,P00118,S00052,16.38,14.77
O00741,1,P00112,S00019,88.68,43.93
O00741,2,P00083,S00041,116.85,19.38
O00742,1,P00110,S00000,29.41,12.75
O00742,2,P00111,S00016,92.69,43.19
O00743,1,P00030,S00074,12.34,43.62
O00744,1,P00034,S00044,64.97,32.15
O00744,2,P00092,S00060,90.64,40.97
O00745,1,P00010,S00039,29.16,43.33
O00746,1,P00009,S00013,44.17,15.61
O00747,1,P00041,S00002,350.67,40.52
O00748,1,P00076,S00060,60.56,21.69
O00749,1,P00083,S00071,37.8,17.37
O00749,2,P00122,S00004,117.94,6.64
O00749,3,P00142,S00079,74.86,25.8
O00750,1,P00094,S00054,52.86,29.49
O00751,1,P00097,S00061,35.37,23.2
O00752,1,P00023,S00020,38.29,36.69
O00752,2,P00049,S00015,23.71,16.54
O00752,3,P00117,S00040,92.87,43.78
O00753,1,P00129,S00003,61.49,32.42
O00754,1,P00073,S00069,129.84,11.01
O00755,1,P00118,S00038,67.69,29.95
O00755,2,P00074,S00034,39.21,31.57
O00755,3,P00094,S00031,52.32,17.15
O00756,1,P00069,S00007,38.38,36.99
O00757,1,P00077,S00004,37.37,6.64
O00758,1,P00114,S00009,54.92,28.72
O00759,1,P00116,S00077,269.21,17.23
O00760,1,P00126,S00000,78.85,31.41
O00761,1,P00138,S00029,52.64,15.06
O00762,1,P00043,S00031,59.27,16.33
O00763,1,P00056,S00039,26.01,31.61
O00763,2,P00074,S00003,40.94,35.76
O00764,1,P00069,S00031,48.18,8.44
O00765,1,P00067,S00020,66.22,44.84
O00766,1,P00001,S00074,100.31,28.41
O00767,1,P00127,S00006,100.29,13.75
O00768,1,P00138,S00056,36.57,19.19
O00769,1,P00051,S00058,79.46,30.48
O00769,2,P00017,S00020,124.45,21.9
O00770,1,P00093,S00067,30.7,8.93
O00770,2,P00136,S00011,82.38,15.45
O00770,3,P00118,S00054,33.17,17.08
O00771,1,P00007,S00005,39.91,27.56
O00772,1,P00038,S00042,31.65,17.9
O00773,1,P00014,S00055,122.72,32.33
O00774,1,P00071,S00027,65.14,10.43
O00775,1,P00003,S00074,131.87,17.04
O00776,1,P00070,S00029,55.05,27.67
O00777,1,P00018,S00022,103.97,26.83
O00778,1,P00104,S00018,130.21,40.04
O00779,1,P00022,S00021,62.3,10.54
O00780,1,P00064,S00078,72.81,17.53
O00781,1,P00025,S00037,40.11,33.5
O00781,2,P00112,S00014,54.82,23.74
O00782,1,P00072,S00029,11.85,21.82
O00783,1,P00138,S00010,27.11,6.11
O00784,1,P00107,S00034,34.52,43.3
O00785,1,P00028,S00012,14.56,35.23
O00786,1,P00016,S00023,149.83,17.1
O00787,1,P00133,S00033,160.74,25.49
O00788,1,P00062,S00003,24.61,26.73
O00789,1,P00042,S00035,38.02,16.73
O00790,1,P00054,S00030,135.94,20.71
O00790,2,P00117,S00047,40.72,21.12
O00791,1,P00100,S00067,160.03,37.3
O00792,1,P00132,S00070,41.04,23.41
O00792,2,P00095,S00003,197.09,7.17
O00793,1,P00080,S00019,29.54,38.2
O00794,1,P00073,S00018,194.45,18.34
O00795,1,P00121,S00027,117.79,16.62
O00796,1,P00128,S00029,103.08,18.25
O00797,1,P00034,S00002,36.15,34.62
O00798,1,P00081,S00079,86.93,34.57
O00799,1,P00111,S00077,15.9,13.2
O00800,1,P00114,S00067,30.29,34.62
O00801,1,P00040,S00055,83.46,13.94
O00802,1,P00050,S00002,48.74,39.09
O00803,1,P00111,S00065,47.93,17.44
O00804,1,P00092,S00043,103.49,5.26
O00804,2,P00086,S00046,95.22,24.4
O00804,3,P00041,S00029,120.35,32.51
O00805,1,P00134,S00034,97.2,5.0
O00806,1,P00066,S00052,32.78,9.84
O00807,1,P00072,S00048,113.73,13.17
O00808,1,P00025,S00009,42.38,38.31
O00809,1,P00024,S00023,25.05,7.23
O00810,1,P00082,S00005,116.7,21.18
O00811,1,P00080,S00003,15.33,37.81
O00811,2,P00062,S00022,91.83,38.67
O00811,3,P00145,S00043,128.98,26.87
O00812,1,P00141,S00050,263.37,32.25
O00812,2,P00143,S00055,15.21,39.37
O00813,1,P00147,S00027,51.26,22.29
O00814,1,P00015,S00010,119.06,12.39
O00815,1,P00121,S00067,90.8,31.3
O00815,2,P00120,S00023,68.07,11.83
O00816,1,P00147,S00035,173.92,26.87
O00816,2,P00011,S00052,143.12,24.05
O00817,1,P00030,S00024,30.1,31.7
O00818,1,P00081,S00009,153.53,24.72
O00818,2,P00013,S00059,84.29,31.71
O00818,3,P00146,S00030,46.01,20.65
O00819,1,P00047,S00017,101.6,9.29
O00820,1,P00124,S00011,15.35,21.99
O00821,1,P00087,S00061,144.48,23.28
O00822,1,P00115,S00038,43.14,5.44
O00823,1,P00019,S00061,57.4,30.8
O00824,1,P00132,S00020,48.33,29.8
O00824,2,P00140,S00018,59.9,6.71
O00825,1,P00050,S00007,32.09,43.51
O00825,2,P00066,S00076,100.91,23.72
O00826,1,P00029,S00060,35.77,16.08
O00826,2,P00033,S00078,169.73,44.27
O00827,1,P00027,S00038,219.46,39.23
O00828,1,P00015,S00045,62.84,18.95
O00829,1,P00127,S00062,157.7,20.62
O00829,2,P00086,S00060,96.89,7.51
O00830,1,P00108,S00066,128.89,19.07
O00831,1,P00111,S00043,296.82,18.57
O00831,2,P00124,S00007,30.28,33.61
O00832,1,P00040,S00025,46.12,16.13
O00832,2,P00010,S00054,28.7,35.5
O00833,1,P00131,S00027,21.6,20.76
O00834,1,P00111,S00055,61.77,30.81
O00834,2,P00003,S00019,128.91,20.06
O00835,1,P00112,S00004,34.14,31.36
O00836,1,P00116,S00015,43.42,42.1
O00837,1,P00108,S00050,65.07,26.02
O00837,2,P00085,S00069,59.41,10.18
O00838,1,P00088,S00012,33.38,43.21
O00839,1,P00141,S00001,20.68,29.7
O00840,1,P00118,S00031,69.62,6.8
O00841,1,P00132,S00008,37.53,11.37
O00841,2,P00020,S00071,17.8,8.86
O00842,1,P00089,S00015,105.71,42.37
O00843,1,P00121,S00025,72.34,35.4
O00844,1,P00121,S00028,54.93,37.34
O00844,2,P00049,S00062,28.34,34.31
O00844,3,P00110,S00076,16.62,14.46
O00845,1,P00064,S00045,108.6,11.96
O00845,2,P00112,S00077,82.55,40.7
O00846,1,P00033,S00037,75.28,21.8
O00846,2,P00092,S00058,91.83,7.57
O00847,1,P00106,S00029,77.6,9.58
O00848,1,P00096,S00040,160.22,7.92
O00848,2,P00069,S00029,133.51,35.53
O00849,1,P00114,S00025,89.01,38.63
O00850,1,P00146,S00074,120.42,17.85
O00850,2,P00001,S00037,22.91,32.95
O00851,1,P00054,S00015,52.57,44.55
O00852,1,P00048,S00007,31.6,12.99
O00853,1,P00099,S00014,47.07,22.5
O00854,1,P00110,S00028,23.79,13.05
O00855,1,P00088,S00071,46.7,37.55
O00856,1,P00140,S00043,57.8,12.69
O00856,2,P00022,S00038,48.95,28.28
O00857,1,P00012,S00030,35.23,31.75
O00858,1,P00012,S00051,60.45,37.4
O00859,1,P00074,S00006,160.94,19.38
O00859,2,P00071,S00072,33.39,21.32
O00860,1,P00004,S00057,62.02,7.88
O00861,1,P00090,S00040,135.37,34.2
O00862,1,P00053,S00040,22.01,30.69
O00862,2,P00018,S00037,41.4,24.85
O00863,1,P00147,S00044,38.78,27.81
O00863,2,P00097,S00011,44.24,23.95
O00864,1,P00044,S00018,93.61,29.74
O00865,1,P00042,S00002,106.25,10.51
O00866,1,P00069,S00055,54.74,22.1
O00867,1,P00112,S00069,41.63,7.83
O00868,1,P00125,S00021,23.34,36.3
O00869,1,P00137,S00058,108.96,9.72
O00870,1,P00010,S00072,75.58,29.06
O00871,1,P00017,S00046,59.07,13.96
O00872,1,P00080,S00076,130.72,41.89
O00872,2,P00140,S00078,76.25,15.06
O00873,1,P00042,S00070,101.21,7.72
O00873,2,P00129,S00028,24.52,39.86
O00874,1,P00036,S00049,65.71,7.99
O00874,2,P00142,S00075,49.84,28.01
O00874,3,P00087,S00066,41.26,39.13
O00875,1,P00129,S00035,63.57,25.0
O00875,2,P00077,S00029,54.15,20.97
O00876,1,P00038,S00050,48.03,32.9
O00877,1,P00037,S00015,113.61,23.84
O00878,1,P00035,S00051,13.6,15.52
O00878,2,P00107,S00020,18.36,6.2
O00879,1,P00145,S00005,32.77,15.44
O00880,1,P00084,S00071,30.21,35.59
O00881,1,P00118,S00077,95.05,26.88
O00882,1,P00004,S00040,88.89,41.97
O00882,2,P00109,S00060,228.65,31.53
O00883,1,P00042,S00079,69.61,14.42
O00883,2,P00102,S00068,65.99,7.92
O00884,1,P00148,S00068,69.75,41.17
O00884,2,P00100,S00028,151.56,33.12
O00885,1,P00101,S00029,55.15,6.41
O00885,2,P00002,S00044,44.17,44.24
O00886,1,P00041,S00009,62.08,28.93
O00886,2,P00001,S00019,192.58,29.5
O00887,1,P00128,S00076,28.38,27.06
O00888,1,P00122,S00061,101.37,15.82
O00888,2,P00125,S00026,104.16,6.67
O00889,1,P00082,S00018,44.39,25.3
O00890,1,P00068,S00065,147.05,22.26
O00891,1,P00129,S00020,123.72,38.99
O00892,1,P00063,S00009,50.23,5.86
O00892,2,P00104,S00016,40.36,7.21
O00892,3,P00013,S00019,209.36,35.94
O00893,1,P00102,S00040,37.08,26.37
O00893,2,P00077,S00050,147.43,39.41
O00894,1,P00068,S00033,81.48,34.52
O00895,1,P00103,S00078,91.42,7.09
O00896,1,P00085,S00023,52.74,32.82
O00896,2,P00020,S00074,111.93,22.19
O00897,1,P00002,S00017,47.21,10.51
O00898,1,P00097,S00011,49.46,40.89
O00899,1,P00034,S00052,120.9,19.71
O00899,2,P00123,S00008,61.14,12.75
O00899,3,P00109,S00047,49.92,22.46
O00900,1,P00052,S00046,173.37,14.28
O00901,1,P00112,S00042,47.05,14.09
O00902,1,P00105,S00002,237.91,40.53
O00902,2,P00078,S00047,96.07,36.73
O00903,1,P00069,S00069,49.25,44.64
O00904,1,P00020,S00035,53.82,33.79
O00905,1,P00058,S00013,31.12,8.06
O00905,2,P00130,S00018,157.01,10.07
O00906,1,P00055,S00063,26.75,6.75
O00907,1,P00090,S00065,53.62,31.21
O00908,1,P00114,S00050,227.86,16.7
O00909,1,P00099,S00071,213.54,24.15
O00910,1,P00137,S00023,56.83,8.07
O00911,1,P00122,S00062,117.45,26.75
O00912,1,P00040,S00007,34.82,34.41
O00913,1,P00008,S00013,27.71,41.6
O00914,1,P00063,S00065,50.21,33.53
O00915,1,P00109,S00078,26.06,36.21
O00915,2,P00074,S00014,81.84,16.71
O00916,1,P00127,S00003,167.16,26.07
O00917,1,P00012,S00043,65.69,32.91
O00918,1,P00096,S00000,52.29,7.16
O00919,1,P00069,S00009,47.69,33.22
O00919,2,P00040,S00034,96.59,29.87
O00920,1,P00006,S00053,29.53,13.14
O00921,1,P00000,S00048,26.87,44.04
O00922,1,P00009,S00055,92.15,34.68
O00923,1,P00000,S00003,148.59,19.9
O00924,1,P00086,S00077,91.63,10.68
O00924,2,P00122,S00017,48.17,44.12
O00925,1,P00135,S00019,103.41,31.0
O00926,1,P00012,S00078,109.03,9.57
O00927,1,P00032,S00002,36.7,6.35
