customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
C00704,U00704,55237,salvador,BA
C00705,U00705,15513,caxias_do_sul,RS
C00706,U00706,55398,niteroi,RJ
C00707,U00707,72793,porto_alegre,RS
C00708,U00708,80592,londrina,PR
C00709,U00709,45601,recife,PE
C00710,U00710,90698,rio_de_janeiro,RJ
C00711,U00711,16653,curitiba,PR
C00712,U00712,16880,curitiba,PR
C00713,U00713,53292,feira_de_santana,BA
C00714,U00714,99285,rio_de_janeiro,RJ
C00715,U00715,82135,sao_paulo,SP
C00716,U00716,95575,feira_de_santana,BA
C00717,U00717,95267,goiania,GO
C00718,U00718,52096,caxias_do_sul,RS
C00719,U00719,21725,santos,SP
C00720,U00720,40437,vitoria,ES
C00721,U00721,64773,belo_horizonte,MG
C00722,U00722,62034,campinas,SP
C00723,U00723,47941,belo_horizonte,MG
C00724,U00724,49110,santos,SP
C00725,U00725,24064,vila_velha,ES
C00726,U00726,69552,caxias_do_sul,RS
C00727,U00727,76088,uberlandia,MG
C00728,U00728,35272,porto_alegre,RS
C00729,U00729,31298,joinville,SC
C00730,U00730,34405,porto_alegre,RS
C00731,U00731,48669,florianopolis,SC
C00732,U00732,90079,uberlandia,MG
C00733,U00733,77538,feira_de_santana,BA
C00734,U00734,62538,rio_de_janeiro,RJ
C00735,U00735,28430,uberlandia,MG
C00736,U00736,42512,florianopolis,SC
C00737,U00737,60275,porto_alegre,RS
C00738,U00738,44995,anapolis,GO
C00739,U00739,86344,porto_alegre,RS
C00740,U00740,95679,caxias_do_sul,RS
C00741,U00741,18142,curitiba,PR
C00742,U00742,50213,goiania,GO
C00743,U00743,99925,feira_de_santana,BA
C00744,U00744,93717,niteroi,RJ
C00745,U00745,90560,florianopolis,SC
C00746,U00746,27507,londrina,PR
C00747,U00747,69634,uberlandia,MG
C00748,U00748,81989,feira_de_santana,BA
C00749,U00749,97044,recife,PE
