order_id,payment_sequential,payment_type,payment_installments,payment_value
O00855,1,credit_card,3,84.25
O00856,1,pix,1,147.72
O00857,1,boleto,2,66.98
O00858,1,boleto,1,97.85
O00859,1,pix,10,235.03
O00860,1,boleto,10,69.9
O00861,1,credit_card,2,169.57
O00862,1,pix,6,118.95
O00863,1,credit_card,1,134.78
O00864,1,credit_card,6,123.35
O00865,1,boleto,2,116.76
O00866,1,credit_card,6,76.84
O00867,1,pix,2,49.46
O00868,1,pix,2,59.64
O00869,1,boleto,1,118.68
O00870,1,boleto,2,104.64
O00871,1,credit_card,1,73.03
O00872,1,credit_card,1,263.92
O00873,1,credit_card,1,173.31
O00874,1,boleto,10,231.94
O00875,1,credit_card,2,163.69
O00876,1,boleto,1,80.93
O00877,1,pix,3,137.45
O00878,1,pix,6,53.68
O00879,1,pix,1,48.21
O00880,1,credit_card,1,65.8
O00881,1,credit_card,1,121.93
O00882,1,credit_card,3,391.04
O00883,1,boleto,10,157.94
O00884,1,credit_card,1,295.6
O00885,1,credit_card,1,149.97
O00886,1,credit_card,1,313.09
O00887,1,pix,6,55.44
O00888,1,credit_card,1,228.02
O00889,1,credit_card,1,69.69
O00890,1,credit_card,1,169.31
O00891,1,pix,1,162.71
O00892,1,credit_card,2,348.96
O00893,1,credit_card,2,250.29
O00894,1,credit_card,10,116.0
O00895,1,pix,6,98.51
O00896,1,credit_card,1,219.68
O00897,1,credit_card,2,57.72
O00898,1,credit_card,10,90.35
O00899,1,credit_card,10,286.88
O00900,1,credit_card,1,187.65
O00901,1,credit_card,3,61.14
O00902,1,pix,1,411.24
O00903,1,credit_card,1,93.89
O00904,1,credit_card,2,87.61
O00905,1,pix,1,206.26
O00906,1,pix,1,33.5
O00907,1,credit_card,1,84.83
O00908,1,voucher,10,244.56
O00909,1,credit_card,2,237.69
O00910,1,credit_card,1,64.9
O00911,1,pix,1,144.2
O00912,1,credit_card,10,69.23
O00913,1,credit_card,10,69.31
O00914,1,credit_card,1,83.74
O00915,1,pix,10,160.82
O00916,1,credit_card,10,193.23
O00917,1,boleto,1,98.6
O00918,1,voucher,1,59.45
O00919,1,boleto,10,207.37
O00920,1,credit_card,2,42.67
O00921,1,credit_card,1,70.91
O00922,1,pix,1,126.83
O00923,1,credit_card,10,168.49
O00924,1,credit_card,3,194.6
O00925,1,credit_card,3,134.41
O00926,1,credit_card,6,118.6
O00927,1,credit_card,1,43.05
O00928,1,credit_card,10,127.61
O00929,1,credit_card,6,153.95
O00930,1,boleto,1,84.86
O00931,1,boleto,10,318.92
O00932,1,credit_card,1,94.68
O00933,1,credit_card,3,40.29
O00934,1,voucher,6,103.39
O00935,1,pix,6,19.32
O00936,1,credit_card,1,86.65
O00937,1,pix,1,241.17
O00938,1,credit_card,1,123.91
O00939,1,credit_card,1,135.88
O00940,1,pix,1,97.64
O00941,1,boleto,1,199.29
O00942,1,pix,1,43.19
O00943,1,credit_card,2,233.01
O00944,1,credit_card,10,269.76
O00945,1,credit_card,2,171.24
O00946,1,credit_card,2,54.42
O00947,1,pix,6,255.28
O00948,1,credit_card,1,88.14
O00949,1,credit_card,1,358.32
O00950,1,pix,1,124.98
O00951,1,credit_card,1,92.92
O00952,1,credit_card,2,117.69
O00953,1,credit_card,2,103.84
O00954,1,pix,3,62.26
O00955,1,credit_card,10,69.71
O00956,1,boleto,6,90.58
O00957,1,credit_card,2,201.87
O00958,1,credit_card,1,99.25
O00959,1,credit_card,6,93.4
O00960,1,credit_card,3,146.69
O00961,1,boleto,1,92.88
O00962,1,credit_card,6,60.05
O00963,1,pix,3,91.31
O00964,1,credit_card,1,67.75
O00965,1,credit_card,10,95.57
O00966,1,pix,1,50.81
O00967,1,boleto,6,50.52
O00968,1,credit_card,2,136.46
O00969,1,credit_card,3,172.41
O00970,1,credit_card,1,60.19
O00971,1,credit_card,6,92.61
O00972,1,boleto,1,93.27
O00973,1,pix,2,87.24
O00974,1,boleto,3,33.09
O00975,1,credit_card,1,56.4
O00976,1,pix,1,91.55
O00977,1,credit_card,1,152.89
O00978,1,boleto,3,274.0
O00979,1,pix,10,291.61
O00980,1,credit_card,10,77.38
O00981,1,credit_card,1,470.25
O00982,1,pix,1,146.42
O00983,1,credit_card,6,66.59
O00984,1,credit_card,10,89.93
O00985,1,credit_card,2,91.64
O00986,1,credit_card,3,35.37
O00987,1,credit_card,10,136.01
O00988,1,credit_card,6,196.37
O00989,1,pix,3,115.45
O00990,1,credit_card,1,273.19
O00991,1,credit_card,1,80.55
O00992,1,credit_card,1,143.61
O00993,1,pix,6,98.14
O00994,1,pix,1,93.88
O00995,1,credit_card,1,90.52
O00996,1,credit_card,10,130.69
O00997,1,pix,10,181.81
O00998,1,credit_card,6,83.27
O00999,1,credit_card,10,177.31
